tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_type,likes,retweets,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
887473957103951883,2017-07-19,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,59786.0,14918.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,pembroke,0.809197,True,rhodesian ridgeback,0.05495,True,beagle,0.0389148,True
887343217045368832,2017-07-18,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,,,29393.0,8755.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,mexican hairless,0.330741,True,sea lion,0.275645,False,weimaraner,0.134203,True
887101392804085760,2017-07-18,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,,,26820.0,4961.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,samoyed,0.733942,True,eskimo dog,0.0350295,True,staffordshire bullterrier,0.0297047,True
886983233522544640,2017-07-17,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,,30152.0,6266.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,chihuahua,0.793469,True,toy terrier,0.143528,True,can opener,0.0322529,False
886736880519319552,2017-07-16,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,10434.0,2606.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,0.309706,True,great pyrenees,0.186136,True,dandie dinmont,0.0863463,True
886680336477933568,2017-07-16,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,19600.0,3711.0,,,,,,,,,,,
886366144734445568,2017-07-15,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,18429.0,2610.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,french bulldog,0.999201,True,chihuahua,0.000361178,True,boston bull,7.55616e-05,True
886267009285017600,2017-07-15,Twitter for iPhone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,12,10,,,103.0,4.0,,,,,,,,,,,
886258384151887873,2017-07-15,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,24375.0,5233.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,0.943575,True,shower cap,0.0252856,False,siamese cat,0.00284892,False
885984800019947520,2017-07-14,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,28416.0,5578.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,blenheim spaniel,0.972494,True,shih-tzu,0.00663012,True,bernese mountain dog,0.00623915,True
885528943205470208,2017-07-13,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,31391.0,5291.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,0.369275,True,labrador retriever,0.265835,True,kuvasz,0.134697,True
885518971528720385,2017-07-13,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,https://twitter.com/4bonds2carbon/status/885517367337512960,14,10,,,17887.0,3093.0,,,,,,,,,,,
885167619883638784,2017-07-12,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,,,19121.0,3641.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,malamute,0.8124819999999999,True,siberian husky,0.0717125,True,eskimo dog,0.0557697,True
884925521741709313,2017-07-12,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,66740.0,14908.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,italian greyhound,0.259916,True,american staffordshire terrier,0.198451,True,staffordshire bullterrier,0.127725,True
884876753390489601,2017-07-11,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,24224.0,4625.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,True,norwich terrier,0.106075,True,norfolk terrier,0.0373485,True
884562892145688576,2017-07-11,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,21166.0,3885.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,True,french bulldog,0.404291,True,brabancon griffon,0.0440019,True
884441805382717440,2017-07-10,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,,23726.0,4766.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,pembroke,0.993225,True,cardigan,0.00321648,True,chihuahua,0.00208089,True
884247878851493888,2017-07-10,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,https://twitter.com/kaijohnson_19/status/883965650754039809,13,10,,,62771.0,16771.0,,,,,,,,,,,
884162670584377345,2017-07-09,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,17824.0,2487.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,german shepherd,0.707046,True,malinois,0.199396,True,norwegian elkhound,0.0491476,True
883838122936631299,2017-07-09,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,19033.0,2844.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,doberman,0.610946,True,miniature pinscher,0.299603,True,kelpie,0.0630203,True
883482846933004288,2017-07-08,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,,39928.0,8198.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden retriever,0.943082,True,labrador retriever,0.032409,True,kuvasz,0.00550072,True
883360690899218434,2017-07-07,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,19826.0,3057.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,True,tibetan mastiff,0.00709872,True,newfoundland,0.00214033,True
883117836046086144,2017-07-07,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,,32296.0,5500.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden retriever,0.949562,True,labrador retriever,0.0459479,True,kuvasz,0.00247094,True
882992080364220416,2017-07-06,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,,20852.0,3222.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,eskimo dog,0.4667779999999999,True,siberian husky,0.406044,True,dingo,0.0734143999999999,False
882762694511734784,2017-07-06,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,24618.0,4067.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,labrador retriever,0.85005,True,chesapeake bay retriever,0.074257,True,flat-coated retriever,0.0155793999999999,True
882627270321602560,2017-07-05,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,24454.0,5026.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True
882268110199369728,2017-07-04,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,,38950.0,9551.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden retriever,0.762211,True,labrador retriever,0.0989848999999999,True,cocker spaniel,0.0171995,True
882045870035918850,2017-07-04,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,,25548.0,4055.0,,,,,,,,,,,
881906580714921986,2017-07-03,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,,21317.0,2835.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,weimaraner,0.291539,True,chesapeake bay retriever,0.278966,True,koala,0.127017,False
881666595344535552,2017-07-03,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,,44241.0,8886.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,saluki,0.529012,True,afghan hound,0.250003,True,golden retriever,0.160739,True
881633300179243008,2017-07-02,Twitter for iPhone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,,17,10,,,113.0,8.0,,,,,,,,,,,
881536004380872706,2017-07-02,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,a,pupper,43156.0,13311.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,samoyed,0.281463,True,angora,0.272066,False,persian cat,0.114854,False
881268444196462592,2017-07-01,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,,20376.0,4470.0,,,,,,,,,,,
880935762899988482,2017-06-30,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,,14952.0,2319.0,,,,,,,,,,,
880872448815771648,2017-06-30,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,,18586.0,3186.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,pembroke,0.791416,True,norwich terrier,0.0613929,True,chihuahua,0.0337257,True
880465832366813184,2017-06-29,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,,24850.0,5177.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden retriever,0.913255,True,labrador retriever,0.0263286,True,cocker spaniel,0.00937082,True
880221127280381952,2017-06-29,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,,23506.0,3441.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True
880095782870896641,2017-06-28,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,,,24163.0,3630.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature pinscher,0.120298,True,rhodesian ridgeback,0.106395,True,beagle,0.106073,True
879862464715927552,2017-06-28,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,,19592.0,2909.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,True,beagle,0.146654,True,cocker spaniel,0.00948502,True
879674319642796034,2017-06-27,Twitter for iPhone,@RealKentMurphy 14/10 confirmed,,14,10,,,279.0,9.0,,,,,,,,,,,
879492040517615616,2017-06-27,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,,20586.0,2615.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,german short-haired pointer,0.479896,True,vizsla,0.1243529999999999,True,bath towel,0.0733202,False
879415818425184262,2017-06-26,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,,92202.0,37111.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,english springer,0.383404,True,boston bull,0.134967,True,cardigan,0.110481,True
